ID,HUMAN_ID,HUMAN_READABLE_NAME,NAME,ALT_NAMES (/ separated),PARENT_ID,PARENT,DATE_FROM,DATE_TO,CANON,LEGENDS,IN_MOVIES,TYPE,TYPE_CLASSES,IS_CAPITAL,X_GRID,Y_GRID,X_COORD,Y_COORD,Z_COORD,ORBITAL_RANK,DESC,CONJECTURAL_NAME,CONJECTURAl_TYPE,PLACEMENT_CERT.,PLACEMENT_LOGIC,NATIVE_SPECIES,KNOWN_ENVIRONMENTS,NOTES,INTERESTING,URLS (sources),ZOOM_LEVEL,tooltip_permanent,tooltip_direction,className,index_geo,last_updated,data_certified,WikiDataID,GEOM,PONCTUAL
ff4f0826-5f4b-4fce-944a-5d1aac621641,7067,Vaykaaris system,Vaykaaris system,,,Colonies/Southern Core//unknown/Vaykaaris,,,,YES,,Star System,,,K,13,-78.151931,-384.339772,,,,NO,NO,exact,Essential Atlas/,,,,,https://starwars.fandom.com/wiki/Vaykaaris_system,1,,,leaflet-tooltip,3363,,,,,
0a91581c-8764-4fa9-9f41-4b820e0cc767,7068,Nantoon's system,Nantoon's system,,,Colonies,,,YES,YES,,Star System,,,,,,,,,,,,,,,,,,https://starwars.fandom.com/wiki/Nantoon,,,,,,,,,,
f382ab01-c218-45ba-9ae8-f30ffa69eee7,7069,Nantoon,Nantoon,,,Colonies/unknown//unknown/unknown,,,,YES,,Planet,,,K,13,,,,,,NO,NO,exact,Essential Atlas/,,,,,,,,,,,,,,,
33e6517d-5d6f-47d2-a243-0a9e7bf29310,7070,Cydorria system,Cydorria system,,,Colonies/Southern Core//unknown/Cydorria,,,,YES,,Star System,,,K,13,,,,,,NO,NO,region/grid square,Essential Atlas/,,,,home of Cydorrian driller trees,https://starwars.fandom.com/wiki/Cydorria_system,,,,,,,,,,
28c55588-8a11-4342-8fed-ce548ffe1c2f,7071,Whelori system,Whelori system,,,Colonies,,,,YES,,Star System,,,,,-29.093771,-388.997677,,,,,,,,,,,,https://starwars.fandom.com/wiki/Whelori_system,,,,,,,,,,
457084e4-2ad6-4f98-b195-112aa8035900,7072,Whelori,Whelori,,,Colonies/Southern Core//unknown/Whelori,,,,YES,,Planet,,,K,13,,,,,,NO,NO,exact,Essential Atlas/,,,,,,1,,,leaflet-tooltip,3365,,,,,
329b7e68-eabe-444c-b004-0eedc2dc4203,7073,Ophideraan system,Ophideraan system,,,Colonies,,,,YES,,Star System,,,,,-10.815994,-387.21448,,,,,,,,,,,,https://starwars.fandom.com/wiki/Ophideraan_system,,,,,,,,,,
f3d5471f-ff52-4a60-8570-6e4c347083ab,7074,Ophideraan,Ophideraan,,,Colonies/unknown//unknown/Ophideraan,,,,YES,,Planet,,,K,13,,,,,,NO,NO,exact,Essential Atlas/,,,,Cool drone barge design on WP page,,1,,,leaflet-tooltip,3369,,,,,
a9aaf1b9-9d3c-45ba-b2bd-994f3e088153,7075,Niele system,Niele system,,,Colonies/Southern Core//unknown/Niele,,,,YES,,Star System,,,K,13,,,,,,NO,NO,region/grid square,Essential Atlas/,,,,shared name with Siege of Niele (35 BBY),https://starwars.fandom.com/wiki/Niele_system,,,,,,,,,,
47ed0a23-3dc0-418f-831d-551b2b57629a,7076,Eamus system,Eamus system,,,Core Worlds,,,,YES,,Star System,,,,,5.849637,-304.100266,,,,,,,,,,,,https://starwars.fandom.com/wiki/Eamus_system,,,,,,,,,,
542b74f0-e69c-49bd-84df-32bf71669da4,7077,Eamus 6,Eamus 6,,,Core/Southern Core//unknown/Eamus,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,,,,,,2,VRAI,,leaflet-tooltip,2655,,,,,
fbe4c077-434b-44ef-85e8-d426cf44877a,7078,Plexis system,Plexis system,,,Core Worlds,,,,YES,,Star System,,,,,9.196355,-311.258524,,,,,,,,,,,,https://starwars.fandom.com/wiki/Plexis_system,,,,,,,,,,
d5aaaea5-f000-4c91-b4bd-4d6b3a40075a,7079,Plexis,Plexis,,,Core/Southern Core//unknown/Plexis,,,YES,,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,,,,,,2,VRAI,,leaflet-tooltip,2656,,,,,
361e009e-0ad2-4b13-93ee-459bc82bc236,7080,Frego system,Frego system,,,Core Worlds,,,,YES,,Star System,,,,,29.269769,-306.490482,,,,,,,,,,,,https://starwars.fandom.com/wiki/Frego_system,,,,,,,,,,
f2875312-0d09-4211-b449-95a41e82d6db,7081,Frego,Frego,,,Core/unknown//unknown/Frego,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,,,,,,3,VRAI,,leaflet-tooltip,2661,,,,,
62a7ae65-19eb-4668-a1c3-19581443a882,7082,Tiisheraan system,Tiisheraan system,,,Core Worlds,,,,YES,,Star System,,,L-13,,38.859458,-312.242612,,,,,,,,,,,,https://starwars.fandom.com/wiki/Tiisheraan_system,,,,,,,,,,
d1c6bd25-d28e-4d01-a197-520be5821189,7083,Tiisheraan,Tiisheraan,,,Core/Southern Core//unknown/Tiisheraan,,,,YES,,Planet,,,L,13,,,,,,NO,NO,region/grid square,Essential Atlas/,,,,,,3,1,left,leaflet-tooltip,2662,,,,,
cbd90c0e-6a97-483f-b137-ce2f8bf168f8,7084,Lali system,Lali system,,,Core/Southern Core//unknown/Lali,,,,YES,,Star System,,,L,13,50.390873,-318.3927,,,,NO,NO,region/grid square,Essential Atlas/,,,,,https://starwars.fandom.com/wiki/Lali_system,2,1,,leaflet-tooltip,2665,,,,,
327aa86e-ec7e-43cf-9508-623bdc91b0f9,7085,Nunce system,Nunce system,,,Core/unknown//unknown/Nunce,,,,YES,,Star System,,,L,13,82.063826,-308.552559,,,,NO,NO,region/grid square,Essential Atlas/,,,,part of Empire,https://starwars.fandom.com/wiki/Nunce_system,3,1,,leaflet-tooltip,2667,,,,,
a3dd1a6b-1812-4c55-a5ff-911a0f4b782e,7086,Andaran system/Andara system,Andaran system,Andara system,,Core Worlds,,,,YES,,Star System,,,,,97.213371,-315.730594,,,,,,,,,,,,https://starwars.fandom.com/wiki/Andaran_system,,,,,,,,,,
78486f05-b8b3-446e-9c43-09c43048b492,7087,Andara,Andara,,,Core/unknown//unknown/Andaran,,,YES,,,Planet,,,L,13,,,,,,NO,NO,exact,"Essential Atlas, TFA RPG Beginner Game, Galaxy's Edge: Traveler's Guide to Batuu/",,"hills, lakes, forests, fields",,,,2,VRAI,,leaflet-tooltip,2668,,,,,
d8e04af6-ca13-4b37-aa4b-e6d1d0a71ba8,7088,Obumubo,Obumubo,,,Core/The Interior//unknown/unknown,,,YES,,,Moon,,,L,13,,,,,,NO,NO,exact,Timelines map/,,ocean of icy liquid metal,,"sea creatures lived in this cold moon's liquid metal seas; contributed to the Imperial war effort; in 3 ABY, the Rebel Alliance's 61st Mobile Infantry attacked Obumubo as part of the Operation Ringbreaker campaign and destroyed its Imperial garrison in order to trigger an Imperial Military redeployment from Kuat Drive Yards",,,,,,,,,,,
a921c2e6-11d3-495f-a8a4-6a8bdd6f05ce,7089,Bith (B) system,Bith system,,,Core/unknown//unknown/Bith,,,YES,,,Star System,,,L,13,1.805177,-322.544009,,,,NO,NO,region/grid square,Essential Atlas/,,,,,https://starwars.fandom.com/wiki/Bith_(B)_system,2,1,,leaflet-tooltip,2654,,,,,
85cfc121-a183-4aeb-97b9-54ab5a62f4ee,7090,Rurgavea system,Rurgavea system,,,Core/Southern Core//unknown/Rurgavea,,,,YES,,Star System,,,L,13,11.184062,-334.075425,,,,NO,NO,region/grid square,Essential Atlas/,,,,Rurgavean Sleight (military tactic) conceived here,https://starwars.fandom.com/wiki/Rurgavea_system,2,1,,leaflet-tooltip,2658,,,,,
95ec9917-cfe9-4f0d-8e0e-b43dab4c6c2b,7091,Iphigin system,Iphigin system,,,Core Worlds,,,,YES,,Star System,,,,,44.863612,-327.839094,,,,,,,,,,,,https://starwars.fandom.com/wiki/Iphigin_system,,,,,,,,,,
de533094-879b-4804-9c81-9191d3f9942a,7092,Iphigin,Iphigin,,,Core/unknown//unknown/Iphigin,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,Iphigini,,,,,1,VRAI,,leaflet-tooltip,2664,,,,,
ac60d11e-3ffd-4657-8f34-046ca7ffbfd1,7093,Weldii system,Weldii system,,,Core Worlds,,,,YES,,Star System,,,L-13,,67.457367,-327.771584,,,,,,,,,,,,https://starwars.fandom.com/wiki/Weldii_system,,,,,,,,,,
96f25d91-a165-4585-95ee-2d85db81ffe3,7094,Weldi III,Weldi III,,,Core/Southern Core//unknown/Weldii,,,,YES,,Planet,,,L,13,,,,,,NO,NO,region/grid square,Essential Atlas/,,"forests, mine shafts",,,,3,VRAI,,leaflet-tooltip,2666,,,,,
cc13f374-ef11-44fb-a4e6-6ac0d605cb06,7095,Canti system,Canti system,,,Colonies/unknown//unknown/Canti,,,,YES,,Star System,,,L,13,43.56478092,-343.5630669,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,NO,NO,exact,Essential Atlas/,,,,,https://starwars.fandom.com/wiki/Canti_system,,,,,,,,,,
cd04a61c-00bd-43fc-b8b2-b17b7b47889f,7096,Scarl system,Scarl system,,,Tapani sector,,,,YES,,Star System,,,,,,,,,,,,,,,,,,https://starwars.fandom.com/wiki/Scarl_system,,,,,,,,,,
8ef915e5-8162-48ad-93a2-c942284d98b5,7097,Scarl,Scarl,,,Colonies/unknown//Tapani/Scarl,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,,,Fondor - Gandeal Hyperlane,,,,,,,,,,,,
14486d22-3f15-4af3-aeca-add659af773d,7098,Pervi system,Pervi system,,,Colonies/Southern Core//unknown/Pervi,,,,YES,,Star System,,,L,13,,,,,,NO,NO,region/grid square,Essential Atlas/,,,,home of Pervian blood crows,https://starwars.fandom.com/wiki/Pervi_system,,,,,,,,,,
eea82397-8402-4d69-9835-34ae1d7b7b72,7099,Gontzol system,Gontzol system,,,Colonies/Southern Core//unknown/Gontzol,,,,YES,,Star System,,,L,13,,,,,,NO,NO,region/grid square,Essential Atlas/,,,,,https://starwars.fandom.com/wiki/Gontzol_system,,,,,,,,,,
be027fa0-35c1-4dba-8f9d-e69b9d5d8f3a,7100,Isht system,Isht system,,,Core Worlds,,,,YES,,Star System,,,L-13,,13.18284,-341.148026,,,,,,,,,,,,https://starwars.fandom.com/wiki/Isht_system,,,,,,,,,,
a267be3a-21f9-478b-b212-747b016b59df,7101,Isht,Isht,,,Core/unknown//unknown/Isht,,,,YES,,Planet,,,L,13,,,,,,NO,NO,vague,neighbor of Diamal/,Ishori,,,,,3,VRAI,,leaflet-tooltip,2659,,,,,
5dda80f3-5e7b-452c-a631-6da74c91b5a1,7102,Rimma system,Rimma system,,,Core Worlds,,,,YES,,Star System,,,L-13,,0.728912,-344.684326,,,,,,,,,,,,https://starwars.fandom.com/wiki/Rimma_system,,,,,,,,,,
f4da2ec1-bd19-493a-811c-67f5248539ab,7103,Rimma,Rimma,,,Core/Southern Core//unknown/Rimma,,,,YES,,Planet,,,L,13,,,,,,NO,NO,region/grid square,Essential Atlas/,,"urban, ancient ruins",,,,1,VRAI,left,leaflet-tooltip,2653,,,,,
8b27f53b-5e55-44e6-8ea6-d100e6f7a8e4,7104,Diamal system,Diamal system,,,Core Worlds,,,,YES,,Star System,,,,,10.438726,-342.282962,,,,,,,,,,,,https://starwars.fandom.com/wiki/Diamal_system,,,,,,,,,,
5569f3a8-5dc9-49ee-86c0-4b81fec03536,7105,Diamal,Diamal,,,Core/unknown//unknown/Diamal,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,Diamal,,,,,2,VRAI,,leaflet-tooltip,2657,,,,,
0062eff4-78e8-426b-82be-00783f9b7055,7106,Shifa system,Shifa system,,,Colonies/unknown//Tapani/Shifa,,,,YES,,Star System,,,L,13,37.49914841,-345.6065911,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,NO,NO,exact,Tapani Sector Sourcebook/,,,,,https://starwars.fandom.com/wiki/Shifa_system,,,,,,,,,,
1451b551-15ca-422b-a556-d4a97539daa2,7107,Caloria system,Caloria system,,,Reena Province,,,,YES,,Star System,,,,,54.30656184,-344.813381,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Caloria_system,,,,,,,,,,
79c27e95-271e-4906-a409-19915b205e0c,7108,Caloria,Caloria,,,"Colonies/Expanse, Reena Province//Tapani/Caloria",,,YES,,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
dab6b202-e407-412f-b905-6edee9f1bd7a,7109,Vindalia system,Vindalia system,,,Tapani sector,,,,YES,,Star System,,,,,13.851575,-347.984128,,,,,,,,,,,,https://starwars.fandom.com/wiki/Vindalia_system,,,,,,,,,,
d93ce0c7-900d-4790-874f-adaa6bff7f6d,7110,Vindalia,Vindalia,,,Colonies/unknown//unknown/Vindalia,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,Vindalian,,,,,1,,,leaflet-tooltip,3371,,,,,
34560958-75a2-4cce-b58b-78c315b3276e,7111,Cesya system,Cesya system,,,Colonies/unknown//Tapani/Cesya,,,,YES,,Star System,,,L,13,19.00832155,-351.1321729,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,NO,NO,exact,Tapani Sector Sourcebook/,,,"NO WP PAGE, missing from Tapani page",,https://starwars.fandom.com/wiki/Cesya_system,,,,,,,,,,
3fef2ddc-4a55-4e6c-8f8f-df49d5b27554,7112,Pelagon system,Pelagon system,,,Pelagia Province,,,,YES,,Star System,,,,,29.83026502,-351.8984944,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Pelagon_system,,,,,,,,,,
077d034c-cfe4-4fc5-9214-0df721623df7,7113,Bethal system,Bethal system,,,Pelagia Province,,,,YES,,Star System,,,L,13,33.47766078,-348.6181004,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Bethal_system,,,,,,,,,,
5b847d39-3f9c-4154-9c9e-8d9c75157a87,7114,Pelagon,Pelagon,,,Colonies/Pelagia Province//Tapani/Pelagon,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
0997d120-a92a-43b7-b997-6784e38f4335,7115,Calipsa system,Calipsa system,,,Calipsa Province,,,,YES,,Star System,,,,,38.59470318,-349.559197,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Calipsa_system,,,,,,,,,,
54287173-08b8-45b1-adac-4e2aa3d4e393,7116,Calipsa,Calipsa,,,Colonies/Calipsa Province//Tapani/Calipsa,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
c5b9ca66-0232-4c99-a858-652ba13265a5,7117,Tanger system,Tanger system,,,Reena Province,,,,YES,,Star System,,,,,51.6745583,-350.8095112,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Tanger_system,,,,,,,,,,
8c9aeaba-38b7-431a-9105-240679157e99,7118,Tanger,Tanger,,,Colonies/Reena Province//Tapani/Tanger,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
757b5503-fcfb-4d3c-8a3e-7ce822bff4a8,7119,Achillea system,Achillea system,,,Cadriaan Province,,,,YES,,Star System,,,,,16.6969682,-354.7217844,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Achillea_system,,,,,,,,,,
8debd0db-136b-4f4e-a829-ceb0c4e5fe2b,7120,Achillea,Achillea,,,Colonies/Cadriaan Province//Tapani/Achillea,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
055327e2-373a-4c61-a639-06a71876d473,7121,Pernella system,Pernella system,,,Freeworlds Territory/Freeworlds/Shapani subsector,,,,YES,,Star System,,,,,23.79135336,-357.1417472,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Pernella_system,,,,,,,,,,
c7b097e3-3516-49a7-869c-5938bd0668bb,7122,Pernella,Pernella,,,Colonies/Freeworlds Territory Region//Tapani/Pernella,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,Three Ellas Run,,,,,,,,,,,,
f1cb2d30-22bf-4512-8416-e3e3e90dd698,7123,Javis system,Javis system,,,Mecetti Province,,,,YES,,Star System,,,,,45.75589046,-354.7890056,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Javis_system,,,,,,,,,,
2468d2c6-4bac-4491-8bb4-88606e5e836f,7124,Javis,Javis,,,"Colonies/Expanse, Mecetti Province//Tapani/Javis",,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
7356d882-9ffa-494c-8ebc-31d27afc668c,7125,Reena system,Reena system,,,Reena Province,,,,YES,,Star System,,,,,53.77214488,-355.0310019,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Reena_system,,,,,,,,,,
a1a23430-9d58-4fe9-a76e-f00bd4326f6a,7126,Reena,Reena,,,Colonies/Reena Province//Tapani/Reena,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
688fa9bf-fe9c-428a-95e4-1ea3c15eca61,7127,Giju system,Giju system,,,Colonies,,,YES,,,Star System,,,,,3.449588,-354.96832,,,,,,,,,,,,,,,,,,,,,,
4c7f72fc-1b02-46d0-bc21-3e6c7c7c949c,7128,Giju system,Giju system,,,Herglic Space,,,,YES,,Star System,,YES,,,3.449588,-354.96832,,,,,,,,,,,,https://starwars.fandom.com/wiki/Giju_system,,,,,,,,,,
ff1e1a5b-2b28-413f-87db-79b85da3f054,7129,Giju,Giju,,,Colonies/unknown//Herglic Space/Giju,,,YES,,,Planet,,,L,13,,,,,,NO,NO,exact,"Essential Atlas, Smuggler's Guide/",,,,,,1,,,leaflet-tooltip,3366,,,,,
af7348c7-e503-42d4-9d37-85c00fca61b8,7130,Aleron system,Aleron system,,,Freeworlds Territory/Freeworlds/Shapani subsector,,,,YES,,Star System,,,,,18.98160071,-356.9400836,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Aleron_system,,,,,,,,,,
63e641db-b069-42f8-8f7a-efb911ec3237,7131,Aleron,Aleron,,,Colonies/Freeworlds Territory Region//Tapani/Aleron,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
6a48686b-e50a-43c0-b9dc-6a3afedc23f2,7132,Tallaan system,Tallaan system,,,Freeworlds Territory/Freeworlds/Shapani subsector,,,,YES,,Star System,,YES,,,22.37514841,-362.6538848,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Tallaan_system,,,,,,,,,,
a6b6f20e-1b54-4928-b206-5911252c1144,7133,Tallaan,Tallaan,,,Colonies/Freeworlds Territory Region//Tapani/Tallaan,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
fc50f702-0799-4eeb-8684-387080b8effe,7134,Allandor system,Allandor system,,,Colonies/Freeworlds Territory Region//Tapani/Allandor,,,,YES,,Star System,,,L,13,28.82823322,-359.5348216,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,NO,NO,exact,Tapani Sector Sourcebook/,,,,,https://starwars.fandom.com/wiki/Allandor_system,,,,,,,,,,
f6f0332a-bd66-4911-b444-dd0f803a4f45,7135,Shella-B,Shella-B,,,Colonies/Melantha Province//Tapani/Shella,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
86fd940c-94b3-48fc-82c1-f7c6280bd9c1,7136,Tillo system,Tillo system,,,Colonies/Reena Province//Tapani/Tillo,,,,YES,,Star System,,,L,13,53.85230742,-357.5047416,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,NO,NO,exact,Tapani Sector Sourcebook/,,,,,https://starwars.fandom.com/wiki/Tillo_system,,,,,,,,,,
8943a0da-0731-4a5d-abfd-915420d7764e,7137,Tavitz system,Tavitz system,,,Colonies/Reena Province//Tapani/Tavitz,,,,YES,,Star System,,,L,13,52.95715901,-359.5348216,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,NO,NO,exact,Tapani Sector Sourcebook/,,,,,https://starwars.fandom.com/wiki/Tavitz_system,,,,,,,,,,
c36ee0ca-5b1d-4e65-92f5-30026eda40cf,7138,Lammax (Port Bianco),Lammax (Port Bianco),Port Bianco,,Colonies/unknown//unknown/Danju,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,,,"Above/below galactic plane, Tapani sector?",,,,,,,,,,,,
55a5ba1c-8e8b-429a-8356-af0c5c7769b4,7139,Neona system,Neona system,,,Freeworlds Territory/Freeworlds/Shapani subsector,,,,YES,,Star System,,,,,28.7079894,-362.9227695,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Neona_system,,,,,,,,,,
2e6bd15e-8fe0-490d-8fe5-fe09f6d75d26,7140,Neona,Neona,,,Colonies/Freeworlds Territory Region//Tapani/Neona,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
3c377f56-310f-4b67-9238-82fac0a5ee96,7141,Procopia system,Procopia system,,,Tapani sector,,,YES,YES,,Star System,,YES,L,13,35.02746996,-363.3664294,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Procopia,,,,,,,,,,
b6b45555-7b4a-4561-a19b-64ee3282ca12,7142,Procopia,Procopia,,,Colonies/unknown//Tapani/Procopia,,,YES,,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
338e135e-fccc-465d-a171-f2cefea65b8d,7143,Ricaldi system,Ricaldi system,,,Colonies/Melantha Province//Tapani/Ricaldi,,,,YES,,Star System,,,L,13,52.47618375,-362.6404405,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,NO,NO,exact,Tapani Sector Sourcebook/,,,,,https://starwars.fandom.com/wiki/Ricaldi_system,,,,,,,,,,
21a3ae7e-7905-4107-83ce-001c0ad6df23,7144,Simra system,Simra system,,,Colonies/Southern Core//unknown/Simra,,,,YES,,Star System,,,L,13,,,,,,NO,NO,region/grid square,Essential Atlas/,,,,origin point of Simran hit-trap (security device),https://starwars.fandom.com/wiki/Simra_system,,,,,,,,,,
3022882b-8d8d-4909-a53e-68c70c822bd4,7145,Cilpar system,Cilpar system,,,Colonies,,,,YES,,Star System,,,,,0.626192,-367.450704,,,,,,,,,,,,https://starwars.fandom.com/wiki/Cilpar_system,,,,,,,,,,
afc73351-f118-46f1-be93-03d7160e8b43,7146,Cilpar,Cilpar,,,Colonies/unknown//unknown/Cilpar,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,extinct temple-builders,"urban, mountains, jungles, forests",,,,1,,,leaflet-tooltip,3367,,,,,
770b84f4-b56b-4b33-b1f9-3ed079aa74da,7147,Shindra's Veil,Shindra's Veil,,,Colonies/unknown//Tapani/unknown,,,,YES,,Nebula,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,https://starwars.fandom.com/wiki/Shindra%27s_Veil,,,,,,,,,,
8f3439f4-a60f-4050-818b-1bb007f7d559,7148,Lamuir system,Lamuir system,,,Freeworlds Territory/Freeworlds/Shapani subsector,,,,YES,,Star System,,,,,27.83956184,-368.8382342,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Lamuir_system,,,,,,,,,,
5d11d6e4-95a4-49d0-97e5-ea04c83ec289,7149,Lamuir IV,Lamuir IV,,,Colonies/Freeworlds Territory Region//Tapani/Lamuir,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,,,,,,,,,,,
7cadaecf-1779-4715-bd5b-59642d06bfb3,7150,Cauper system,Cauper system,,,Colonies/Melantha Province//Tapani/Cauper,,,,YES,,Star System,,,L,13,49.41664664,-367.2383699,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,NO,NO,exact,Tapani Sector Sourcebook/,,,,,https://starwars.fandom.com/wiki/Cauper_system,,,,,,,,,,
19c0e882-5659-439b-9232-2e134dcc0924,7151,Kooda system,Kooda system,,,Colonies/Southern Core//Herglic Space/Kooda,,,,YES,,Star System,,,L,13,,,,,,NO,NO,vague,Essential Atlas/,,,Conjectural location based on extent of Herglic Space,,https://starwars.fandom.com/wiki/Kooda_system,,,,,,,,,,
cd3565d9-cd13-46fc-bf3d-6c9b49ccf991,7152,Fondor system,Fondor system,,,Freeworlds Territory/Freeworlds/Shapani subsector,,,,YES,,Star System,,,,,24.911848,-369.240602,,,,,,,,,,,,https://starwars.fandom.com/wiki/Fondor_system,,,,,,,,,,
90a0f997-bc61-4bf3-914d-0db6b31c0b5f,7153,Fondor / Nallastia,Fondor / Nallastia,Nallastia,,Colonies/Freeworlds Territory Region//Tapani/Fondor,,,YES,YES,,Planet,,,L,13,,,,,,NO,NO,exact,"Essential Atlas, Tapani Sector Sourcebook/",,,,,,1,,,leaflet-tooltip,3372,,,,,
284f52f2-9ac0-4085-954f-97149b626bd9,7154,Laakteen Depot system,Laakteen Depot system,,,Colonies,,,,YES,,Star System,,,,,3.449588,-379.04149,,,,,,,,,,,,https://starwars.fandom.com/wiki/Laakteen_Depot_system,,,,,,,,,,
46ac7b8e-0e13-401f-9c59-31f4793c1182,7155,Laakteen Depot,Laakteen Depot,,,Colonies/unknown//unknown/Laakteen Depot,,,,YES,,Planet,,,L,13,,,,,,NO,NO,exact,Essential Atlas/,,,,,,1,,,leaflet-tooltip,3368,,,,,
5a2596bf-3407-4493-b0a8-799794d6128c,7156,Alisandor system,Alisandor system,,,Colonies/Freeworlds Territory Region//Tapani/Alisandor,,,,YES,,Star System,,,L,13,28.73471025,-372.8311729,,,,NO,NO,exact,Tapani Sector Sourcebook/,,,,,https://starwars.fandom.com/wiki/Alisandor_system,,,,,,,,,,
c4ce7564-e3fb-413a-a29c-1e23ae0aecfd,7157,Mennaalii system,Mennaalii system,,,Freeworlds Territory/Freeworlds/Shapani subsector,,,,YES,,Star System,,,,,28.73249,-376.446323,,,https://static.wikia.nocookie.net/starwars/images/c/c5/Tapani.jpg/revision/latest,,,,,,,,,https://starwars.fandom.com/wiki/Mennaalii_system,,,,,,,,,,
